source	target	search_result	chrf_score	bleurt
ladend@info:status player invalid status	loading	Invalid Profile	0.12987012987012997	0.104248046875
nicht bereit@info:status	not ready	Not ready:	0.7816870695721496	0.8359375
%1 [%2]@title:group	%1 [%2]	%1 [%2]	1.0	0.9287109375
Liedtext@title:group	Lyrics	Title (CD-Text)	0.02450980392156872	0.210205078125
MIDI@title:group	MIDI	MIDI	0.6666666666666666	0.8671875
Nicht gefunden@info	Not found	(not found)	0.766993327723068	0.83935546875
Gefundene Version: %1@info	Found version: %1	Info: %1	0.09759917344770731	0.440185546875
Es ist keine Datei geladen.@info	No file loaded	No archive loaded	0.49723999376463884	0.78173828125
Datei: %1 @info	File: %1	Info: %1	0.1603174603174604	0.412841796875
Copyright: %1 @info	Copyright: %1	Copyright: %1	1.0	0.92431640625
Karaoke-Typ: %1 @info	Karaoke type: %1	Karaoke info: %1	0.4525881525881526	0.58984375
Karaoke-Version: %1 @info	Karaoke version: %1	Karaoke info: %1	0.399215327584465	0.64794921875
Karaoke-Sprache: %1 @info	Karaoke language: %1	Karaoke info: %1	0.3574723487037934	0.64111328125
Karaoke-Titel: %1 @info	Karaoke title: %1	Karaoke info: %1	0.43204914909533637	0.7080078125
Karaoke-Warnungen: %1 @title:window	Karaoke warnings: %1	Karaoke info: %1	0.3769822063160606	0.53271484375
Stück-Informationen@title:window	Sequence Information	Window Information	0.524982434409396	0.362548828125
Liedtext als Datei speichern@info	Save lyrics to file	Jasem Mutlaq mutlaqja@ku. edu	0.06862745098039226	0.032684326171875
Auf Ihrem System sind zurzeit keine MIDI-Ports verfügbar. In den Einstellungen von KMid2 können Sie das Ausführen eines Software-Synthesizers, wie z. B. TiMidity++ oder FluidSynth, beim Start von KMid2 einrichten. Weitere Informationen dazu können Sie im Online-Handbuch finden.@title:window	There are no available MIDI ports in your system. You can specify a software synthesizer, such as TiMidity++ or FluidSynth, to be launched automatically when KMid2 starts. This option is located in the dialog Settings- > Configure kmid2, Programs category. You can find more information in the online help documents.	Configure MIDI Devices	0.042252397693401354	0.240234375
MIDI-Player-Verbindung@info	MIDI Player connection	MIDI Channels	0.16327037907302766	0.40673828125
Sie müssen einen MIDI-Port auswählen, falls Sie Ton haben möchten. Der MIDI-Port kann ein Software-Synthesizer, wie Timidity++ oder FluidSynth, ein externes MIDI-Gerät oder ein von Ihrer Sound-Karte zur Verfügung gestellter Hardware-Synthesizer sein. Diese Einstellung kann über den Punkt„ KMid2 einrichten ...“ aus dem Menü„ Einstellungen“ geändert werden. Weitere Informationen dazu finden Sie im Online-Handbuch. Bitte wählen Sie nun einen MIDI-Port aus:@title:window	You need to select one MIDI port if you want to be able to listen sounds. This MIDI port may be a software synthesizer like Timidity++ or FluidSynth, or an external MIDI device, or a hardware synthesizer provided by your sound card. This setting can be changed later, using the Settings- > Configure kmid2- > MIDI dialog. You can find more information in the online help documents Please select one MIDI port now:	The & kmix; panel applet is an alternative interface to & kmix;. You can add it to the & kde; panel by selecting Add Applet to Panel... in the Panel Menu or context menu. Choose Sound Mixer and click the Add to Panel or double click Sound Mixer.	0.17796515568115767	0.297119140625
Wiedergabeliste laden@title:window	Open playlist from file	& Reload List	0.08924481938827707	0.292236328125
Wiedergabeliste als Datei speichern@title:window	Save playlist to file	File Save as Draft	0.1966633562650979	0.493896484375
Lautstärke und Tonhöhe@label:slider Sound master volume	Volume and Pitch	The Volume slider	0.3214559926984458	0.28759765625
Lautstärke@label:slider Musical tone, note height (transpose)	Vol.	The height of the note in pixels. Edit this number as desired.	0.05747126436781619	0.252685546875
Tonhöhe@info:whatsthis	Pitch	whatsthis	0.09259259259259267	0.0401611328125
Die Lautstärke- und Tonhöhen-Schieberegler ein-/ausblenden@title:window	Show or hide the volume and pitch controls	The & kde; Text-to-Speech Manager (Audio tab)	0.1135418035299786	0.1268310546875
Textkodierung@info:whatsthis	Text Encoding	WhatsThis text for Email setting	0.19193980274101982	0.208251953125
Zeichenkodierung für Lied- und sonstige Texte@item:inlistbox Default MIDI text encoding	Character encoding for lyrics and other text	Settings - > Configure & kaudiocreator;... - > Encoder	0.1824954364219831	0.290283203125
Standard (ASCII)@action:inmenu	Default (ASCII)	Menu Actions	0.04866180048661809	0.04986572265625
Das Fenster mit den Einstellungen zur Zeichenkodierung ein-/ausblenden@title:window	Show or hide the character encoding control	Note that the --window option is important. It takes an argument which is a regular expression matching the title of the window to apply the settings to.	0.20130288391157958	0.304443359375
Rhythmus@label	Rhythm	Rhythmic Soul	0.816512895317243	0.384521484375
Tempo:@label:slider bpm=beats per minute	Tempo:	Beats Per Minute:	0.04830917874396145	0.235107421875
120.0 BPM@info:whatsthis	120.0 bpm	127.0.0.1	0.2006255980190663	0.33203125
Tempo oder Stückgeschwindigkeit in Beats Per Minute (BPM)@info:whatsthis	Tempo, or song speed in beats per minute	Beats Per Minute:	0.15530755435564073	0.364013671875
Tempo-Einstellung, zwischen 50% und 200 %@action:button	Tempo (song speed) control, between 50% and 200%	%1 - Actions For: %2	0.0477344877344878	0.1009521484375
100 %@info:whatsthis	100%	100%	0.6666666666666666	0.6806640625
Die Stückgeschwindigkeit auf 100% zurücksetzen@label	Reset the song tempo (song speed) to 100%	Switching down burn speed to %1x	0.1386986505404303	0.366455078125
Metronom:@info:whatsthis	Metronome:	metro	0.2362361408801037	0.33935546875
Grafisches Metronom@action:inmenu	Visual metronome	Menu Actions	0.09216357775987115	0.06134033203125
Lied- oder sonstiger Text@label	Song lyrics, or some other text	& Text Labels	0.062408131101140275	0.349609375
Beispielstücke@label	Sample Songs	Example Tags	0.3104256854256854	0.359619140625
Systemstücke@info	System Songs	System Info	0.42125451579277856	0.2802734375
Das Starten von FluidSynth mit den angegebenen Argumenten ist fehlgeschlagen. Zurückgegebene Nachrichten: %1@title:window	Failed to run %1 with the provided arguments. Returned messages: %2	FluidSynth has returned the following messages when launched with the provided arguments.	0.6145384814708766	0.517578125
Starten von FluidSynth fehlgeschlagen@info	%1 startup failed	Control for FluidSynth	0.08602150537634418	0.052215576171875
Starten von TiMidity++ fehlgeschlagen@info	TiMidity++ messages	Failed to start Valgrind	0.07285974499089264	0.09552001953125
Starten von FluidSynth fehlgeschlagen@title:window	FluidSynth messages	Control for FluidSynth	0.4713971549571372	0.385498046875
Alle Kanäle einblenden@action:inmenu	Show all channels	Jasem Mutlaq mutlaqja@ku. edu	0.062111801242236114	0.1226806640625
Alle Kanäle ausblenden@item:inmenu	Hide all channels	Jasem Mutlaq mutlaqja@ku. edu	0.08281573498964813	0.1600341796875
Kanal %1@title:window	Channel %1	Channel: %1_	0.7041064490051935	0.87109375
Wiedergabelisten verwalten@info	Manage Playlist	Wolfgang Rohdewald wolfgang@rohdewald. de	0.09212332383064098	0.08984375
Es ist ein schwerwiegender Fehler im ALSA-Sequencer-Modul aufgetreten. Dies geschieht meist, wenn der Kernel keine ALSA-Unterstützung besitzt, die Gerätedatei„ /dev/snd/seq“ nicht existiert, oder das Kernel-Modul„ snd_seq“ nicht geladen ist. Bitte überprüfen Sie Ihre ALSA-MIDI-Konfiguration. Der aufgetretene Fehler lautet: %1@title:window	Fatal error from the ALSA sequencer backend. This usually happens when the kernel does not have ALSA support, the device node (/ dev/ snd/ seq) does not exist, or the kernel module (snd_seq) is not loaded. Please check your ALSA/ MIDI configuration. Returned error was: %1	Alsa mixer cannot be found. Please check that the soundcard is installed and the soundcard driver is loaded.	0.1531538821749502	0.3154296875
Fehler im ALSA-Sequencer-ModulNAME OF TRANSLATORS	ALSA Sequencer Backend Error	ALSA sequencer backend	0.4704568110575072	0.55615234375
pano_90@gmx.net	Your emails	Andreas. nicolai@gmx. net	0.1503565598419109	0.053497314453125
Die Schriftart, die zum Anzeigen des Liedtextes verwendet wird.	The font used to display the lyrics.	The font used for phonetics	0.3834497371927905	0.43798828125
Schriftgröße des Liedtextes	Size of the lyrics font	Size of subtitle text	0.25763108560622905	0.62744140625
Textfarbe des Liedtextes nach dem Abspielen	Color of the lyrics text, after being played	Lyrics Screenshot	0.10801290608140425	0.2900390625
Textkodierung der Liedtexte	Initial lyrics text encoding	Lyrics Data Engine	0.17299169181955584	0.445068359375
MIDI-Port-Verbindung	MIDI port connection.	Configure MIDI Devices	0.15393759168865448	0.3310546875
MIDI-Map-Datei	MIDI mapper file.	Midi Maps	0.05915137494084869	0.345703125
Direkt nach dem Laden eines Stückes die Wiedergabe beginnen.	Start playing right after loading a song.	Instant replay.	0.10311639379877419	0.290771484375
Die Wiedergabeliste in einer Endlosschleife abspielen.	Loop the play list.	void enableRepeatPlaylist(bool enable)	0.34742557279321984	0.367919921875
Die Wiedergabeliste mischen.	Shuffle the play list.	Refreshes list.	0.1920027882208082	0.35205078125
Modus der MIDI-Reset-Nachricht	MIDI reset message mode.	Resetting Modem	0.17087159348192804	0.26025390625
System-Exclusive-Datei für die MIDI-Reset-Nachricht.	System Exclusive MIDI file for reset message.	File Revert	0.05606704114433545	0.10821533203125
Erweiterte MIDI-Ports anzeigen	Show advanced MIDI ports	Configure MIDI Devices	0.14816780703452131	0.46142578125
Die Stückeinstellungen automatisch laden und speichern.	Load and save automatically the song settings.	Automatically load/ save configuration.	0.365689898293388	0.6826171875
FluidSynth beim Start ausführen	Run FluidSynth at startup	Control for FluidSynth	0.40668351863307084	0.29931640625
Audio-Gerät	Audio Device	Audio Device:	0.9878795602042366	0.8662109375
Sound Font	Sound Font	Editor Font	0.24588926613093467	0.281005859375
TiMidity++ beim Start ausführen	Run TiMidity++ at startup	Settings Demo At Start	0.11911214307985951	0.376953125
Audio-Ausgabe:	Audio Output:	Audio Device:	0.2518097643097643	0.456298828125
Sound-Font:	Sound Font:	Sound file:	0.31197089947089945	0.505859375
audio/x-soundfont	audio/ x-soundfont	audio/ x-wav audio/ x-mp3 application/ ogg	0.3879466845217619	0.30322265625
Noch nicht getestet	Not yet tested	Not Practiced Yet	0.18357936393179553	0.5458984375
Stück-Einstellungen	Song Settings	Positions	0.1023777192001492	0.14453125
MIDI-Verbindung zur Ausgabe:	Output MIDI Connection:	Edit Modem:	0.05906959843308259	0.22802734375
MIDI-Map-Datei:	MIDI mapper file:	Use the MIDI map:	0.38396275478016567	0.5634765625
MIDI-Reset-Modus:	Reset Mode:	Reset Modem	0.8590608465608466	0.456787109375
Keine Reset-Nachrichten senden	Do not send reset messages	Do Not Reset	0.13328389852415676	0.49365234375
General MIDI	General MIDI	& General MIDI	0.9878795602042366	0.67041015625
Roland GS	Roland GS	Gs	0.022522522522522615	0.3828125
Yamaha XG	Yamaha XG	X Magnifier	0.04065040650406514	0.1143798828125
System-Exclusive-Datei	System Exclusive File	System Files	0.3199404657921159	0.4140625
*.syx_BAR_System-Exclusive-Datei (*.syx)	*. syx_BAR_System Exclusive Files (*. syx)	*. xml_BAR_Bibtexml Files (*. xml)	0.29211254453484575	0.277099609375
Schriftgröße:@info	Font size:	Text size:	0.5021825396825397	0.67919921875
Instrument	Patch	Instrumentation	0.08888888888888896	0.055816650390625
Zupfmuster:	Strum & pattern:	Neuter:	0.10450617514359327	0.1512451171875
Zupfmuster	4/ 4 Strumming 1	Zuunmod	0.040322580645161386	0.041961669921875
Home	Move cursor to the beginning of bar	Home	0.01257861635220134	0.154052734375
"Ctrl+Home ""), KKeySequence(""Ctrl+Home"	Move cursor to the beginning of track	Ctrl; Home File First	0.06773112464169383	0.10443115234375
"Ctrl+End ""), KKeySequence(""Ctrl+End"	Move cursor to the end of track	Ctrl; End File Last	0.06975504900816111	0.302734375
Shift+Left	Move and select left	CTRL+SHIFT+LEFT	1.0000000000000001e-16	0.487060546875
Shift+Right	Move and select right	Shift right	0.22756450826858635	0.59130859375
Ctrl+Up	Transpose up	Ctrl+C	0.015873015873015955	0.129150390625
Ctrl+Down	Transpose down	Ctrl+C	0.013550135501355094	0.11236572265625
Spalte löschenCtrl+Delete	Delete column	Ctrl; Delete Edit Delete	0.3306846476401251	0.10479736328125
Spalte einfügenInsert	Insert column	Edit Insert	0.35399649589817184	0.376953125
Period	Dotted note	Period	0.052083333333333426	0.01416015625
Gebräuchlich	Usual	Required	0.03144654088050324	0.132080078125
& Analysieren	Analyze	& Archive	0.046948356807511825	0.08392333984375
& Zupfmuster	Strum	& Demuxer	0.09433962264150952	0.055267333984375
Inv #1	Inv #1	Inv	0.2514097744360902	0.6376953125
Inv #2	Inv #2	Inv	0.2514097744360902	0.62841796875
Inv #3	Inv #3	Inv	0.2514097744360902	0.60546875
Inv #4	Inv #4	*4	0.03546099290780151	0.52587890625
Inv #5	Inv #5	INV(-5) equals 5	0.056497175141243035	0.54931640625
Inv #6	Inv #6	Envelope #6	0.1952861952861953	0.76123046875
Patch	Patch	Patched	0.7656406093906094	0.57861328125
KTabEdit	KTabEdit	KTabEdit	1.0	0.9609375
Track Eigenschaften	Track properties	Track	0.19944222444222445	0.367431640625
Optionen...	Options...	Options	0.6015863226734934	0.818359375
& Mode:	Mode:	& Mode:	0.7975359516526731	0.6142578125
(C) 2004-2007 das KTabEdit-Entwickler-Team	(C) 2004-2007 by KTabEdit Development Team	(c) 2002-2004 The kdetv Developers	0.2721441634989382	0.428466796875
Gwenael Casaccio	Gwenael Casaccio	Angelo Naselli	0.11424467946207084	0.28955078125
KTabEdit-Team	KTabEdit team	KTabEdit	0.5895481872934512	0.6171875
http://ktabedit.sourceforge.net	http: / /ktabedit. sourceforge. net	K3bAudioCDTextWidget	0.07304239815146998	0.0699462890625
Echtzeitpriorität aktivieren	Realtime priority enable	& Increase Priority	0.26972641447967594	0.1837158203125
Echtzeitpriorität	Realtime priority	Real time	0.42248592671224383	0.4501953125
TSE3	TSE3	Tm³	0.042735042735042826	0.72998046875
MIDI-Ausgabe-Port	MIDI & output port	MIDI Channels	0.12233955769298527	0.55810546875
Erneuern	& Refresh	Newer	0.06493506493506503	0.0443115234375
TSE3-Fehler	TSE3 error	ft³	1.0000000000000001e-16	0.106689453125
& Track:	& Track	& Track	1.0	0.8896484375
& Note	& Note	& Note:	0.7975359516526731	0.84326171875
& Dauer	& Duration	& Length	0.05681818181818191	0.53564453125
& Effekte	& Effects	& Effects	1.0	0.95556640625
Effekt-Werkzeugleiste	Effect Toolbar	Effect Images manual	0.32571772331273385	0.3046875
Werkzeugleisten anzeigen	Show Toolbars	Toolbars Shown	0.710069779518978	0.7880859375
SetTabMidi	SetTabMidi	Tabs Menu	0.1442803228517515	0.280029296875
Chor:	Chorus:	Dir:	0.04975124378109461	0.271728515625
Song Eigenschaften	Song Properties	& Song	0.1387445794863636	0.1358642578125
Übertragen von:	Transcriber:	Import:	0.02898550724637691	0.2291259765625
bpm	bpm	bpm	0.5	0.85498046875
Metrum	Time signature	Metric	0.05420054200542015	0.0203857421875
Taktwert	Beat value	Tak	0.01984126984126992	0.03790283203125
Taktzahl	Beats per measure	Tak	0.012077294685990418	0.03778076171875
Bis zum Ende	Apply until the end	to the end	0.27303026307968004	0.56787109375
& Trackname:	Track name:	& Filename:	0.29530423280423285	0.1954345703125
& Bank:	Bank:	Bank:	0.8333333333333334	0.890625
Patch:	Patch:	Edit Patch	0.5478142346906297	0.4228515625
Midi-Effekte	Midi effects	Midi Maps	0.1893872095805044	0.273681640625
& Mode spezifisch	Mode specific	& Strict mode	0.1327345876725262	0.205322265625
Akkord	Chord	ACK	0.034722222222222314	0.033660888671875
Stimmung:	Tuning:	Status:	0.04761904761904771	0.1654052734375
Saiten:	Strings:	Gal. lat.:	0.041152263374485694	0.1455078125
Bünde:	Frets:	Fade:	0.08474576271186451	0.266357421875
Schlagzeug:	Drums:	Equipment:	0.0781250000000001	0.369140625
Musik Theorie	Music Theory	music	0.17949911566932844	0.3017578125
MusiXTeX	MusiXTeX	ISTEXT(x)	0.06462644177824155	0.327392578125
ASCII	ASCII	Ascii	0.03333333333333343	1.0244140625
Trapezoid	Trapezoid	Geometric - Trapezoid	0.8590608465608466	0.669921875
Ahorn	Maple	Aragon	0.032679738562091595	0.1884765625
Rosenholz	Rosewood	Bernhard Rosenkraenzer	0.22196382553409424	0.09796142578125
Ebenholz	Ebony	Effingham	0.061728395061728496	0.10400390625
Tabulatur	Tabulature	Tabulator	0.6019162483935838	0.81640625
Noten	Notes	Notes	0.8333333333333334	0.76611328125
-/+ Symbole	-/ + symbols	+ (plus sign)	0.06600660066006611	0.5068359375
b/# Symbole	b/ # symbols	Symbol/ Other	0.3046566102847179	0.43603515625
Die Bezeichnung von Jazznoten ist sehr speziell und sollte nur benutzt werden, wenn Du wirklich weisst was Du tust. Das verwenden von Jazznoten ohne einen Grund wird jeden irreführen der keine Kenntnisse von der Bezeichnung der Jazznoten hat. Bist Du sicher Jazznoten benutzen zu wollen?	Jazz note names are very special and should be used only if really know what you do. Usage of jazz note names without a purpose would confuse or mislead anyone reading the music who did not have a knowledge of jazz note naming. Are you sure you want to use jazz notes?	For many file formats, it is practical to use the filename to describe the contents of the file: Report for the board - June 2003. doc for example, may be all the information you need in order to find that file again. Trying to capture all the useful information about a particular song however, could lead to filenames like this: Type O Negative - The Glorious Liberation Of The Peoples Technocratic Republic Of Vinnland By The Combined Forces Of The United Territories Of Europa. mp3 or Various Artists_15_The Smithsonian Collection of Classic Jazz Volume II_Jimmie Lunceford & His Orchestra - Organ Grinder's Swing. mp3. These are neither very practical to use, nor do they contain all of the useful information that you might have collected about the song. Adding the album, and track number, for example, to the first would make it even longer and more unmanageable, while still not telling you at a glance the year it was released, or what style of music it is, if you're not familiar with the artist.	0.29647047945388855	0.270263671875
& Taktzahl	& Beats per measure:	& Numeration	0.10360574384964634	0.0374755859375
Taktwert:	Beat & value:	Value:	0.27844951745880536	0.34130859375
Bis zum & Ende	Apply till the & end	to the end	0.14895526802494932	0.572265625
Banjo	Banjo	Banjo	0.8333333333333334	0.9951171875
Mandoline	Mandolin	Mandeville	0.27721038686813665	0.08978271484375
Ukulele	Ukulele	Lukulu	0.16297454869936187	0.75732421875
Balalaika	Balalaika	Molokai	0.11849261849261856	0.1856689453125
Umkehrungen	traditional	Transformations	0.22174400813818507	0.0222930908203125
Geräte-Information	Device Information	Device Information	1.0	0.96337890625
Details > >	Details > >	Details...	0.6576624565281077	0.787109375
Screenshot anzeigen	View Screenshot	Screenshot	0.6676679519457237	0.72509765625
Umbenennen@label:textbox	Rename	\\textbf{boldface text}	0.06578947368421062	0.09197998046875
Öffnen mit ...@info	Open With...	& Open...	0.2740612068465725	0.463623046875
Eine Datei names %1 existiert bereits. Sind Sie sicher, dass Sie sie überschreiben wollen?	A file named %1 already exists. Are you sure you want to overwrite it?	A file named %1 already exists. Are you sure you want to overwrite it?	1.0	0.9794921875
Screenshot-Funktionen anzeigen	Screenshot Operations	Screenshot	0.4485911469851098	0.415283203125
Zu TV zurückkehren	Return to TV	Watch TV!	0.06995980210265933	0.3828125
TV-Modus umschalten	"Toggle ""TV Mode"""	TV Mode	0.3091640913634878	0.7509765625
Farben des Videos anpassen	Adjust Video Colors	Inverts video colors	0.28304752093679925	0.46435546875
Geräte-Informationen anzeigen	View Device Info	Show hardware info	0.10933626264958525	0.861328125
Keine Geräte erkannt...	No devices detected...	No message...	0.11576440355510127	0.56591796875
Standardgröße	Default Size	Standard	0.04672897196261692	0.54345703125
Ch %1	Ch %1	%1	0.14724310776942362	0.171630859375
Klicken Sie um das Video zu pausieren.	Click to pause the video...	Pause:	0.08230807170165418	0.57470703125
Klicken Sie um die Aufnahme zu starten!	Whether or not to crop video recordings.	!	1.0000000000000001e-16	0.050811767578125
Standard DVD-Auflösung (NTSC).	Standard DVD (NTSC) resolution.	DVD - Digital Video Disk	0.09309968686371924	0.2119140625
Standard SVCD-Auflösung (NTSC).	Standard SVCD (NTSC) resolution.	NTSC	0.06546271660008848	0.256591796875
Standard VCD-Auflösung (NTSC).	Standard VCD (NTSC) resolution.	NTSC	0.06786579497244653	0.2379150390625
Sättigung:@title:window	Saturation:	Window title:	0.10659174025510666	0.141845703125
Objekt umbenennen@action:button	Rename Item	Button action:	0.06646483627379345	0.1461181640625
Objekt %1 umbennen in:	Rename the item %1 to:	VorbisVer: %1	0.06763386599383242	0.2078857421875
Schnappschüsse	Snapshots	Snippets	0.13582705162850242	0.7138671875
Schnappschuss-Einstellungen	Snapshot Settings	Jigsaw Settings	0.42467546711648724	0.31884765625
Aufnahmeeinstellungen für Video und Audio	Video and Audio Recording Parameters	Sound and Video Configuration	0.18520445724717574	0.60888671875
Videostandard- und Zuschneideeinstellungen	Video Standard and Cropping Settings	Settings Videosettings	0.31392749356080046	0.2496337890625
Eine KDE4-Anwendung um TV aufzunehmen und anzusehen.	A KDE 4 application for viewing and recording TV.	TV for KDE	0.06741063041531181	0.33056640625
LinTV	Show LinTV	LinTV	0.35613179239117193	0.63232421875
(C) 2009 Zamora Studios	(C) 2009 Zamora Studios	(c) 2009 Marco Martin	0.19495077460637275	0.337890625
Jesse L. Zamora	Jesse L. Zamora	Zamora Chinchipe	0.3217903539897505	0.1871337890625
Beginnt im Hintergrund aufzunehmen bis < time > abgelaufen ist.	Starts recording in the background until < time > expires.	Continue timing. Timing has started at %1	0.15931776993796634	0.30126953125
Den Namen der Aufnahme in < filename > ändern	Sets the name of the recording to < filename >	Enter Filename	0.1619692838902552	0.4658203125
Vom < input > -Index aufnehmen	Record from the < input > index	Insert Index	0.10214378259871619	0.53369140625
Der Name des Geräts, von dem aufgenommen werden soll	The bitrate at which to record TV.	device name	0.05114301870027068	-0.0025501251220703125
Der Kanal, der aufgenommen werden soll.	The channel to record from.	Configuration of the channels.	0.3562078758018991	0.49267578125
Aufnahme abbrechen	Cancel Recording	Abort the transfer(s)	0.08808321308321317	0.1807861328125
LinTV ausblenden	Hide LinTV	LinTV	0.35613179239117193	0.68994140625
Ihr NameEMAIL OF TRANSLATORS	Your names	_: EMAIL OF TRANSLATORS Your emails	0.22683123893244908	0.259033203125
Schnappschuss-Verzeichnis	Snapshot Directory	A list of Snippets	0.11038276069921647	0.52490234375
Größe des Schnappschusses	Snapshot Dimensions	Size of Target	0.05747126436781618	0.209228515625
1600x1200	1600x1200	1200x1200 dpi	0.6556854627862125	0.5625
1280x1024	1280x1024	Large (1280x1024)	0.8967075651375724	0.73876953125
1024x768 (Standard)	1024x768 (Default)	Normal (1024x768)	0.4124809829358122	0.7578125
800x600	800x600	Small (800x600)	0.8474036101575894	0.74267578125
640x480	640x480	White 640x480	0.8852554852554851	0.59521484375
320x240	320x240	240x240 DPI	0.46517046018149005	0.4677734375
px.	px.	px	0.2026618269812462	0.443359375
Format des Schnappschusses	Snapshot Format	Full Format	0.29841012077430534	0.41162109375
PNG (Standard)	PNG (Default)	PNG.	0.09543853773393422	0.48486328125
